1	1	There	1	1	171	266	70	154
1	2	are	2	1	266	314	70	154
1	3	now	3	1	314	363	70	154
1	4	rumblings	4	1	363	482	70	154
1	5	that	5	1	482	541	70	154
1	6	Apple	6	1	541	613	70	154
1	7	might	7	1	613	686	70	154
1	8	soon	8	1	686	746	70	154
1	9	invade	9	1	746	830	70	154
1	10	the	10	1	830	878	70	154
1	11	smart	11	1	878	949	70	154
1	12	watch	12	1	949	1022	70	154
1	13	"space,"	13	1	1022	1104	70	154
1	14	though	14	1	1104	1190	70	154
1	15	the	15	1	1190	1238	70	154
1	16	company	16	1	1238	1334	70	154
1	17	is	17	1	1334	1392	70	154
1	18	maintaining	1	2	171	337	154	246
1	19	its	2	2	337	386	154	246
1	20	customary	3	2	386	507	154	246
1	21	silence.	4	2	507	612	154	246
1	22	The	5	2	612	661	154	246
1	23	watch	6	2	661	734	154	246
1	24	doesn't	7	2	734	830	154	246
1	25	have	8	2	830	890	154	246
1	26	a	9	2	890	914	154	246
1	27	microphone	10	2	914	1046	154	246
1	28	or	11	2	1046	1082	154	246
1	29	"speaker,"	12	2	1082	1188	154	246
1	30	but	13	2	1188	1237	154	246
1	31	you	14	2	1237	1286	154	246
1	32	can	15	2	1286	1334	154	246
1	33	use	16	2	1334	1404	154	246
1	34	it	1	3	171	230	246	338
1	35	to	2	3	230	266	246	338
1	36	control	3	3	266	362	246	338
1	37	the	4	3	362	409	246	338
1	38	music	5	3	409	482	246	338
1	39	on	6	3	482	517	246	338
1	40	your	7	3	517	578	246	338
1	41	phone.	8	3	578	660	246	338
1	42	You	9	3	660	710	246	338
1	43	can	10	3	710	758	246	338
1	44	glance	11	3	758	842	246	338
1	45	at	12	3	842	878	246	338
1	46	the	13	3	878	925	246	338
1	47	watch	14	3	925	998	246	338
1	48	face	15	3	998	1058	246	338
1	49	to	16	3	1058	1093	246	338
1	50	view	17	3	1093	1155	246	338
1	51	the	18	3	1155	1202	246	338
1	52	artist	19	3	1202	1286	246	338
1	53	and	20	3	1286	1357	246	338
1	54	title	1	4	172	266	338	422
1	55	of	2	4	266	302	338	422
1	56	a	3	4	302	326	338	422
1	57	song.	4	4	326	417	338	422
2	1	Two	1	1	170	241	70	154
2	2	days	2	1	241	302	70	154
2	3	"later,"	3	1	302	384	70	154
2	4	the	4	1	384	433	70	154
2	5	British	5	1	433	530	70	154
2	6	astronomer	6	1	530	662	70	154
2	7	Richard	7	1	662	758	70	154
2	8	Carrington	8	1	758	889	70	154
2	9	was	9	1	889	938	70	154
2	10	observing	10	1	938	1058	70	154
2	11	the	11	1	1058	1105	70	154
2	12	interesting	12	1	1105	1250	70	154
2	13	sunspot	13	1	1250	1369	70	154
2	14	group	1	2	172	266	154	246
2	15	through	2	2	266	362	154	246
2	16	his	3	2	362	410	154	246
2	17	telescope	4	2	410	529	154	246
2	18	when	5	2	529	590	154	246
2	19	he	6	2	590	626	154	246
2	20	saw	7	2	626	674	154	246
2	21	what	8	2	674	734	154	246
2	22	he	9	2	734	769	154	246
2	23	described	10	2	769	890	154	246
2	24	as	11	2	890	926	154	246
2	25	two	12	2	926	986	154	246
2	26	patches	13	2	986	1082	154	246
2	27	of	14	2	1082	1118	154	246
2	28	intensely	15	2	1118	1238	154	246
2	29	bright	16	2	1238	1322	154	246
2	30	and	17	2	1322	1393	154	246
2	31	white	1	3	170	266	246	338
2	32	light	2	3	266	350	246	338
2	33	over	3	3	350	410	246	338
2	34	the	4	3	410	458	246	338
2	35	sunspots.	5	3	458	575	246	338
2	36	He	6	3	575	614	246	338
2	37	jotted	7	3	614	698	246	338
2	38	a	8	3	698	722	246	338
2	39	note	9	3	722	781	246	338
2	40	in	10	3	781	818	246	338
2	41	his	11	3	818	865	246	338
2	42	painstaking	12	3	865	1010	246	338
2	43	record.	13	3	1010	1104	246	338
2	44	That	14	3	1104	1166	246	338
2	45	night	15	3	1166	1238	246	338
2	46	there	16	3	1238	1309	246	338
2	47	was	17	3	1309	1380	246	338
2	48	scarcely	1	4	172	303	338	422
2	49	a	2	4	303	326	338	422
2	50	square	3	4	326	409	338	422
2	51	inch	4	4	409	470	338	422
2	52	of	5	4	470	506	338	422
2	53	earth	6	4	506	578	338	422
2	54	that	7	4	578	637	338	422
2	55	was	8	4	637	686	338	422
2	56	not	9	4	686	734	338	422
2	57	illuminated	10	4	734	878	338	422
2	58	by	11	4	878	915	338	422
2	59	aurora.	12	4	915	1029	338	422
3	1	I	1	1	171	217	70	154
3	2	agree	2	1	217	290	70	154
3	3	that	3	1	290	350	70	154
3	4	California's	4	1	350	506	70	154
3	5	three	5	1	506	590	70	154
3	6	strikes	6	1	590	686	70	154
3	7	and	7	1	686	733	70	154
3	8	you're	8	1	733	818	70	154
3	9	out	9	1	818	878	70	154
3	10	law	10	1	878	926	70	154
3	11	will	11	1	926	986	70	154
3	12	be	12	1	986	1022	70	154
3	13	a	13	1	1022	1046	70	154
3	14	financial	14	1	1046	1166	70	154
3	15	disaster	15	1	1166	1274	70	154
3	16	for	16	1	1274	1345	70	154
3	17	taxpayers	1	2	172	313	154	246
3	18	who	2	2	313	362	154	246
3	19	care	3	2	362	422	154	246
3	20	about	4	2	422	494	154	246
3	21	education	5	2	494	614	154	246
3	22	and	6	2	614	662	154	246
3	23	other	7	2	662	733	154	246
3	24	vital	8	2	733	806	154	246
3	25	services.	9	2	806	924	154	246
3	26	But	10	2	924	974	154	246
3	27	it's	11	2	974	1034	154	246
3	28	far	12	2	1034	1082	154	246
3	29	from	13	2	1082	1143	154	246
3	30	clear	14	2	1143	1214	154	246
3	31	that	15	2	1214	1274	154	246
3	32	the	16	2	1274	1322	154	246
3	33	law	17	2	1322	1394	154	246
3	34	can	1	3	172	242	246	336
3	35	even	2	3	242	302	246	336
3	36	be	3	3	302	338	246	336
3	37	credited	4	3	338	445	246	336
3	38	with	5	3	445	506	246	336
3	39	a	6	3	506	531	246	336
3	40	reduction	7	3	531	650	246	336
3	41	in	8	3	650	686	246	336
3	42	crime	9	3	686	757	246	336
3	43	in	10	3	757	794	246	336
3	44	California.	11	3	794	941	246	336
3	45	While	12	3	941	1021	246	336
3	46	it's	13	3	1021	1082	246	336
3	47	TRUE	14	3	1082	1142	246	336
3	48	that	15	3	1142	1202	246	336
3	49	crime	16	3	1202	1273	246	336
3	50	declined	17	3	1273	1405	246	336
3	51	in	1	4	171	230	336	422
3	52	California	2	4	230	362	336	422
3	53	last	3	4	362	421	336	422
3	54	"year,"	4	4	421	492	336	422
3	55	crime	5	4	492	566	336	422
3	56	also	6	4	566	626	336	422
3	57	dropped	7	4	626	722	336	422
3	58	nationwide.	8	4	722	885	336	422
4	1	Liza	1	1	171	253	70	154
4	2	was	2	1	253	301	70	154
4	3	in	3	1	301	338	70	154
4	4	a	4	1	338	362	70	154
4	5	bad	5	1	362	410	70	154
4	6	"temper,"	6	1	410	504	70	154
4	7	for	7	1	504	554	70	154
4	8	she	8	1	554	601	70	154
4	9	was	9	1	601	649	70	154
4	10	mixing	10	1	649	734	70	154
4	11	the	11	1	734	781	70	154
4	12	Christmas	12	1	781	901	70	154
4	13	puddings	13	1	901	1009	70	154
4	14	in	14	1	1009	1046	70	154
4	15	the	15	1	1046	1094	70	154
4	16	"kitchen,"	16	1	1094	1200	70	154
4	17	and	17	1	1200	1250	70	154
4	18	had	18	1	1250	1298	70	154
4	19	been	19	1	1298	1381	70	154
4	20	drawn	1	2	171	266	154	246
4	21	from	2	2	266	327	154	246
4	22	"them,"	3	2	327	395	154	246
4	23	with	4	2	395	458	154	246
4	24	a	5	2	458	483	154	246
4	25	raisin	6	2	483	566	154	246
4	26	still	7	2	566	638	154	246
4	27	on	8	2	638	674	154	246
4	28	her	9	2	674	722	154	246
4	29	"cheek,"	10	2	722	804	154	246
4	30	by	11	2	804	842	154	246
